"Id","Priority","Status","System","Category","File","Class","Evidence","Risk","Recommendation","Verification","Notes"
"SERIAL-0857","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Armor/BaseGiftArmor.cs","Server.Items.BaseGiftArmor","Serialize:L41;Deserialize:L52;SerialCtor:L38;VersionWrite:L45;VersionRead:L56","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0858","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Armor/Helmets/GiftCirclet.cs","Server.Items.GiftCirclet","Serialize:L74;Deserialize:L81;SerialCtor:L71","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0859","Critical","Open","Items:Magical","WriteReadAlignment","Data/Scripts/Items/Magical/Gifts/Armor/Leather/GiftLeatherGloves.cs","Server.Items.GiftLeatherGloves","Serialize:L77;Deserialize:L95;SerialCtor:L74;VersionWrite:L81;VersionRead:L99","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0860","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Armor/Leather/GiftOniwabanGloves.cs","Server.Items.GiftOniwabanGloves","Serialize:L17;Deserialize:L23;SerialCtor:L14;VersionWrite:L20;VersionRead:L26","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0861","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Armor/Royal/GiftRoyalBoots.cs","Server.Items.GiftRoyalBoots","Serialize:L20;Deserialize:L26;SerialCtor:L17;VersionWrite:L23;VersionRead:L29","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0862","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Clothing/BaseGiftClothing.cs","Server.Items.BaseGiftClothing","Serialize:L44;Deserialize:L55;SerialCtor:L41;VersionWrite:L48;VersionRead:L59","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0863","Critical","Open","Items:Magical","WriteReadAlignment","Data/Scripts/Items/Magical/Gifts/Clothing/GiftCloaks.cs","Server.Items.GiftCloak","Serialize:L122;Deserialize:L140;SerialCtor:L119;VersionWrite:L126;VersionRead:L144","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0864","Critical","Open","Items:Magical","WriteReadAlignment","Data/Scripts/Items/Magical/Gifts/Clothing/GiftOuterTorso.cs","Server.Items.GiftRobe","Serialize:L188;Deserialize:L206;SerialCtor:L185;VersionWrite:L192;VersionRead:L210","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0865","Critical","Open","Items:Magical","WriteReadAlignment","Data/Scripts/Items/Magical/Gifts/Clothing/GiftShoes.cs","Server.Items.BaseGiftShoes","Serialize:L16;Deserialize:L23;SerialCtor:L13;VersionWrite:L20;VersionRead:L27","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0866","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Clothing/GiftShoes.cs","Server.Items.GiftElvenBoots","Serialize:L454;Deserialize:L461;SerialCtor:L451","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0867","Critical","Open","Items:Magical","WriteReadAlignment","Data/Scripts/Items/Magical/Gifts/Clothing/GiftShoes.cs","Server.Items.GiftThighBoots","Serialize:L212;Deserialize:L230;SerialCtor:L209;VersionWrite:L216;VersionRead:L234","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0868","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Clothing/GiftWaist.cs","Server.Items.GiftWoodlandBelt","Serialize:L113;Deserialize:L120;SerialCtor:L110","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0869","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Jewels/BaseGiftJewel.cs","Server.Items.BaseGiftJewel","Serialize:L41;Deserialize:L52;SerialCtor:L38;VersionWrite:L45;VersionRead:L56","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0870","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Jewels/MagicBelt.cs","Server.Items.GiftBelt","Serialize:L23;Deserialize:L29;SerialCtor:L20;VersionWrite:L26;VersionRead:L32","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0871","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Jewels/MagicBelt.cs","Server.Items.GiftLoinCloth","Serialize:L53;Deserialize:L59;SerialCtor:L50;VersionWrite:L56;VersionRead:L62","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0872","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Jewels/MagicCandle.cs","Server.Items.GiftCandle","Serialize:L85;Deserialize:L91;SerialCtor:L82;VersionWrite:L88;VersionRead:L94","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0873","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Jewels/MagicLantern.cs","Server.Items.GiftLantern","Serialize:L85;Deserialize:L91;SerialCtor:L82;VersionWrite:L88;VersionRead:L94","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0874","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Jewels/MagicSash.cs","Server.Items.GiftSash","Serialize:L23;Deserialize:L29;SerialCtor:L20;VersionWrite:L26;VersionRead:L32","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0875","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Jewels/MagicTalisman.cs","Server.Items.GiftTalismanHoly","Serialize:L113;Deserialize:L119;SerialCtor:L110;VersionWrite:L116;VersionRead:L122","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0876","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Jewels/MagicTalisman.cs","Server.Items.GiftTalismanLeather","Serialize:L23;Deserialize:L29;SerialCtor:L20;VersionWrite:L26;VersionRead:L32","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0877","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Jewels/MagicTalisman.cs","Server.Items.GiftTalismanSnake","Serialize:L53;Deserialize:L59;SerialCtor:L50;VersionWrite:L56;VersionRead:L62","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0878","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Jewels/MagicTalisman.cs","Server.Items.GiftTalismanTotem","Serialize:L83;Deserialize:L89;SerialCtor:L80;VersionWrite:L86;VersionRead:L92","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0879","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Jewels/MagicTorch.cs","Server.Items.GiftTorch","Serialize:L85;Deserialize:L91;SerialCtor:L82;VersionWrite:L88;VersionRead:L94","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0880","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Shields/BaseGiftShield.cs","Server.Items.BaseGiftShield","Serialize:L41;Deserialize:L52;SerialCtor:L38;VersionWrite:L45;VersionRead:L56","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0881","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/Axes/BaseGiftAxe.cs","Server.Items.BaseGiftAxe","Serialize:L41;Deserialize:L52;SerialCtor:L38;VersionWrite:L45;VersionRead:L56","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0882","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/Knives/BaseGiftKnife.cs","Server.Items.BaseGiftKnife","Serialize:L41;Deserialize:L52;SerialCtor:L38;VersionWrite:L45;VersionRead:L56","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0883","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/Maces/BaseGiftBashing.cs","Server.Items.BaseGiftBashing","Serialize:L41;Deserialize:L52;SerialCtor:L38;VersionWrite:L45;VersionRead:L56","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0884","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/Maces/BaseGiftWhip.cs","Server.Items.BaseGiftWhip","Serialize:L46;Deserialize:L57;SerialCtor:L43;VersionWrite:L50;VersionRead:L61","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0885","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/ML Weapons/GiftAssassinSpike.cs","Server.Items.GiftAssassinSpike","Serialize:L98;Deserialize:L105;SerialCtor:L95","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0886","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/ML Weapons/GiftDiamondMace.cs","Server.Items.GiftDiamondMace","Serialize:L90;Deserialize:L97;SerialCtor:L87","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0887","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/ML Weapons/GiftElvenCompositeLongbow.cs","Server.Items.GiftElvenCompositeLongbow","Serialize:L125;Deserialize:L132;SerialCtor:L122","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0888","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/ML Weapons/GiftElvenMachete.cs","Server.Items.GiftElvenMachete","Serialize:L98;Deserialize:L105;SerialCtor:L95","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0889","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/ML Weapons/GiftElvenSpellblade.cs","Server.Items.GiftElvenSpellblade","Serialize:L94;Deserialize:L101;SerialCtor:L91","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0890","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/ML Weapons/GiftLeafblade.cs","Server.Items.GiftLeafblade","Serialize:L94;Deserialize:L101;SerialCtor:L91","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0891","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/ML Weapons/GiftMagicalShortbow.cs","Server.Items.GiftMagicalShortbow","Serialize:L108;Deserialize:L115;SerialCtor:L105","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0892","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/ML Weapons/GiftOrnateAxe.cs","Server.Items.GiftOrnateAxe","Serialize:L99;Deserialize:L106;SerialCtor:L96","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0893","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/ML Weapons/GiftRadiantScimitar.cs","Server.Items.GiftRadiantScimitar","Serialize:L98;Deserialize:L105;SerialCtor:L95","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0894","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/ML Weapons/GiftRuneBlade.cs","Server.Items.GiftRuneBlade","Serialize:L99;Deserialize:L106;SerialCtor:L96","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0895","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/ML Weapons/GiftWarCleaver.cs","Server.Items.GiftWarCleaver","Serialize:L110;Deserialize:L117;SerialCtor:L107","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0896","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/ML Weapons/GiftWildStaff.cs","Server.Items.GiftWildStaff","Serialize:L90;Deserialize:L97;SerialCtor:L87","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0897","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/PoleArms/BaseGiftPoleArm.cs","Server.Items.BaseGiftPoleArm","Serialize:L41;Deserialize:L52;SerialCtor:L38;VersionWrite:L45;VersionRead:L56","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0898","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/Ranged/BaseGiftRanged.cs","Server.Items.BaseGiftRanged","Serialize:L41;Deserialize:L52;SerialCtor:L38;VersionWrite:L45;VersionRead:L56","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0899","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/SpearsAndForks/BaseGiftSpear.cs","Server.Items.BaseGiftSpear","Serialize:L41;Deserialize:L52;SerialCtor:L38;VersionWrite:L45;VersionRead:L56","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0900","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/Staves/BaseGiftStaff.cs","Server.Items.BaseGiftStaff","Serialize:L41;Deserialize:L52;SerialCtor:L38;VersionWrite:L45;VersionRead:L56","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0901","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/Swords/BaseGiftSword.cs","Server.Items.BaseGiftSword","Serialize:L41;Deserialize:L52;SerialCtor:L38;VersionWrite:L45;VersionRead:L56","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0902","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/Gifts/Weapons/Swords/GiftShortSword.cs","Server.Items.GiftShortSword","Serialize:L98;Deserialize:L105;SerialCtor:L95","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0903","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/God/Armor/Helmets/LevelCirclet.cs","Server.Items.LevelCirclet","Serialize:L74;Deserialize:L81;SerialCtor:L71","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0904","Critical","Open","Items:Magical","WriteReadAlignment","Data/Scripts/Items/Magical/God/Armor/Leather/LevelLeatherGloves.cs","Server.Items.LevelLeatherGloves","Serialize:L77;Deserialize:L95;SerialCtor:L74;VersionWrite:L81;VersionRead:L99","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0905","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/God/Armor/Leather/LevelOniwabanGloves.cs","Server.Items.LevelOniwabanGloves","Serialize:L17;Deserialize:L23;SerialCtor:L14;VersionWrite:L20;VersionRead:L26","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0906","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/God/Armor/Royal/LevelRoyalBoots.cs","Server.Items.LevelRoyalBoots","Serialize:L20;Deserialize:L26;SerialCtor:L17;VersionWrite:L23;VersionRead:L29","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0907","Critical","Open","Items:Magical","WriteReadAlignment","Data/Scripts/Items/Magical/God/Clothing/LevelCloaks.cs","Server.Items.LevelCloak","Serialize:L122;Deserialize:L140;SerialCtor:L119;VersionWrite:L126;VersionRead:L144","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0908","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/God/Clothing/LevelOuterTorso.cs","Server.Items.LevelFemaleElvenRobe","Serialize:L505;Deserialize:L512;SerialCtor:L502","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0909","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/God/Clothing/LevelOuterTorso.cs","Server.Items.LevelMaleElvenRobe","Serialize:L467;Deserialize:L474;SerialCtor:L464","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0910","Critical","Open","Items:Magical","WriteReadAlignment","Data/Scripts/Items/Magical/God/Clothing/LevelOuterTorso.cs","Server.Items.LevelRobe","Serialize:L188;Deserialize:L206;SerialCtor:L185;VersionWrite:L192;VersionRead:L210","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0911","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/God/Clothing/LevelPants.cs","Server.Items.LevelElvenPants","Serialize:L147;Deserialize:L154;SerialCtor:L144","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0912","Critical","Open","Items:Magical","WriteReadAlignment","Data/Scripts/Items/Magical/God/Clothing/LevelShoes.cs","Server.Items.BaseLevelShoes","Serialize:L16;Deserialize:L23;SerialCtor:L13;VersionWrite:L20;VersionRead:L27","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0913","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/God/Clothing/LevelShoes.cs","Server.Items.LevelElvenBoots","Serialize:L454;Deserialize:L461;SerialCtor:L451","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0914","Critical","Open","Items:Magical","WriteReadAlignment","Data/Scripts/Items/Magical/God/Clothing/LevelShoes.cs","Server.Items.LevelThighBoots","Serialize:L212;Deserialize:L230;SerialCtor:L209;VersionWrite:L216;VersionRead:L234","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0915","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/God/Clothing/LevelWaist.cs","Server.Items.LevelWoodlandBelt","Serialize:L113;Deserialize:L120;SerialCtor:L110","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0916","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/God/Jewels/MagicBelt.cs","Server.Items.LevelBelt","Serialize:L23;Deserialize:L29;SerialCtor:L20;VersionWrite:L26;VersionRead:L32","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0917","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/God/Jewels/MagicBelt.cs","Server.Items.LevelLoinCloth","Serialize:L53;Deserialize:L59;SerialCtor:L50;VersionWrite:L56;VersionRead:L62","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0918","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/God/Jewels/MagicCandle.cs","Server.Items.LevelCandle","Serialize:L85;Deserialize:L91;SerialCtor:L82;VersionWrite:L88;VersionRead:L94","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0919","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/God/Jewels/MagicLantern.cs","Server.Items.LevelLantern","Serialize:L85;Deserialize:L91;SerialCtor:L82;VersionWrite:L88;VersionRead:L94","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0920","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/God/Jewels/MagicSash.cs","Server.Items.LevelSash","Serialize:L23;Deserialize:L29;SerialCtor:L20;VersionWrite:L26;VersionRead:L32","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0921","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/God/Jewels/MagicTalisman.cs","Server.Items.LevelTalismanHoly","Serialize:L113;Deserialize:L119;SerialCtor:L110;VersionWrite:L116;VersionRead:L122","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0922","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/God/Jewels/MagicTalisman.cs","Server.Items.LevelTalismanLeather","Serialize:L23;Deserialize:L29;SerialCtor:L20;VersionWrite:L26;VersionRead:L32","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0923","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/God/Jewels/MagicTalisman.cs","Server.Items.LevelTalismanSnake","Serialize:L53;Deserialize:L59;SerialCtor:L50;VersionWrite:L56;VersionRead:L62","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0924","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/God/Jewels/MagicTalisman.cs","Server.Items.LevelTalismanTotem","Serialize:L83;Deserialize:L89;SerialCtor:L80;VersionWrite:L86;VersionRead:L92","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-0925","High","Open","Items:Magical","VersionHandling","Data/Scripts/Items/Magical/God/Jewels/MagicTorch.cs","Server.Items.LevelTorch","Serialize:L85;Deserialize:L91;SerialCtor:L82;VersionWrite:L88;VersionRead:L94","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
