"Id","RowKind","System","Capability","Audience","ActivationState","PlayerEntryPath","AcquisitionPlacementEvidence","PlayerCommands","SourceFiles","PostBaselineChanges","ExistingInGameSurfaces","Reachability","Coverage","Decision","RecommendedSurface","Priority","PlayerRisk","SourceEvidence","ContentBrief","SpoilerBoundary","AcceptanceTest","ExternalDocs","Notes"
"IGD-DOC-docs-wiki-help-request-system-md","CanonicalTopic","CanonicalWiki:Player Commands And Account Tools","Help Request System","Player","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/System/Help;Data/Scripts/System/Help/Gumps/HelpGump.cs;Data/Scripts/System/Help/Gumps/PagePromptGump.cs;Data/Scripts/System/Help/Gumps/PageQueueGump.cs;Data/Scripts/System/Help/Gumps/PageResponseGump.cs;Data/Scripts/System/Help/Gumps/SpeechLogGump.cs;Data/Scripts/System/Help/PagePrompt.cs;Data/Scripts/System/Help/PageQueue.cs;Data/Scripts/System/Help/SpeechLog.cs;Data/Scripts/System/Help/StuckMenu.cs;Data/System/Source/EventSink.cs;Data/System/Source/Network/PacketHandlers.cs","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","SourceDefined","Complete","KeepAsIs","Help","P4","Low: current source defines an established reachable teaching surface; staging still confirms placement and wording.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Retain the established in-game teaching and recheck it when the owning mechanic changes.","Command documentation is not a spoiler; omit only hidden content revealed by its output.","Reach the existing surface as an ordinary player and confirm it still matches current behavior.","docs/wiki/Help_Request_System.md","The wiki is research evidence only and does not count as in-game coverage."
"IGD-DOC-docs-wiki-in-game-command-list-md","CanonicalTopic","CanonicalWiki:Player Commands And Account Tools","In-Game Command List","Player","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/Custom/ClearDeckCommand/ClearDeckCommand.cs;Data/Scripts/Quests/Quests.cs;Data/Scripts/System/Commands/Handlers.cs;Data/Scripts/System/Commands/Player/Afk.cs;Data/Scripts/System/Commands/Player/BandSelf.cs;Data/Scripts/System/Commands/Player/Emote.cs;Data/Scripts/System/Commands/Player/Loot.cs;Data/Scripts/System/Commands/Player/SkillListing.cs;Data/Scripts/System/Commands/Player/SpellBarsManage.cs;Data/Scripts/System/Help/Gumps/HelpGump.cs;Data/Scripts/System/Misc/Accounts.cs;Data/Scripts/System/Misc/MOTD.cs;Data/Scripts/System/Misc/Statistics.cs;Data/Scripts/System/Skills/Weapon Abilities/AbilityBook.cs;Data/Scripts/System/Skills/Weapon Abilities/SpecialAttackCommands.cs;Data/System/Source/Commands.cs","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","Stale","RefreshExisting","Help","P1","High: an established authoritative surface can actively mislead players when its acquisition, commands, costs, or rules drift.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Source-review and refresh the existing in-game surface, preserving its established visual and narrative conventions.","Command documentation is not a spoiler; omit only hidden content revealed by its output.","Exercise the entire entry and navigation path on staging and compare each behavior claim with current source and configuration.","docs/wiki/In_Game_Command_List.md","The wiki is research evidence only and does not count as in-game coverage."
"IGD-DOC-docs-wiki-offline-skill-training-md","CanonicalTopic","CanonicalWiki:Player Commands And Account Tools","Offline Skill Training","Player","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/Custom/Offline Skill Training/Items/AdvancedStudyBooks.cs;Data/Scripts/Custom/Offline Skill Training/Items/LegendaryStudyBooks.cs;Data/Scripts/Custom/Offline Skill Training/Items/RandomStudyBooks.cs;Data/Scripts/Custom/Offline Skill Training/Items/StandardStudyBooks.cs;Data/Scripts/Custom/Offline Skill Training/Items/StudyBook.cs;Data/Scripts/Custom/Offline Skill Training/Vendors/SBStudyBookbinder.cs;Data/Scripts/Custom/Offline Skill Training/Vendors/StudyBookbinder.cs;Data/Scripts/System/Skills/SkillCheck.cs","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","Missing","Incorporate","Help","P2","Medium to high: commands and account controls are otherwise undiscoverable and may alter persistent settings or behavior.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Add command name, syntax, prerequisites, persistent effects, stop or undo path, and failure feedback to Help or the owning system help.","Command documentation is not a spoiler; omit only hidden content revealed by its output.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","docs/wiki/offline-skill-training.md","The wiki is research evidence only and does not count as in-game coverage."
"IGD-DOC-docs-wiki-point-command-md","CanonicalTopic","CanonicalWiki:Player Commands And Account Tools","Point Command","Player","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/Custom/Point Command [2.0]/Point.cs","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","Missing","Incorporate","Help","P2","Medium to high: commands and account controls are otherwise undiscoverable and may alter persistent settings or behavior.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Add command name, syntax, prerequisites, persistent effects, stop or undo path, and failure feedback to Help or the owning system help.","Command documentation is not a spoiler; omit only hidden content revealed by its output.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","docs/wiki/point-command.md","The wiki is research evidence only and does not count as in-game coverage."
"IGD-DOC-docs-wiki-pvp-consent-system-md","CanonicalTopic","CanonicalWiki:Player Commands And Account Tools","PvP Consent System","Player","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/Custom/PvPConsent/GoddessOfProtection.cs;Data/Scripts/Custom/PvPConsent/Gumps/PKNONPKGUMP.cs;Data/Scripts/Custom/PvPConsent/NONPKEventMoongate.cs;Data/Scripts/Custom/PvPConsent/NONPKSword.cs;Data/Scripts/Custom/PvPConsent/PKSword.cs;Data/Scripts/Mobiles/Base/PlayerMobile.cs;Data/Scripts/System/Misc/Notoriety.cs;Data/Scripts/System/Regions/BaseRegion.cs","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","Missing","Incorporate","Help","P1","High: combat consent, harmful and beneficial eligibility, persistence, region exceptions, and event gates can cause meaningful loss or conflict.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Add an authoritative in-game rules page covering opt-in or opt-out controls, persistence, restrictions, region and event behavior, feedback, and recovery.","PvP authority and consent rules are not secrets; omit staff-only controls.","Use two ordinary staging accounts through hostile, beneficial, region, event, logout, save/restart, and invalid-state paths.","docs/wiki/PvP_Consent_System.md","Required incorporation: PvP and authority rules must be reachable in game."
"IGD-DOC-docs-wiki-skill-lists-md","CanonicalTopic","CanonicalWiki:Player Commands And Account Tools","Skill Lists","Player","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/Mobiles/Base/BaseCreature.cs;Data/Scripts/Mobiles/Base/PlayerMobile.cs;Data/Scripts/Scripts.csproj;Data/Scripts/System/Commands/Player/QuickBar.cs;Data/Scripts/System/Commands/Player/SkillListing.cs;Data/Scripts/System/Help/Gumps/HelpGump.cs","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","SourceDefined","Complete","KeepAsIs","LibraryReference","P4","Low: current source defines an established reachable teaching surface; staging still confirms placement and wording.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Retain the established in-game teaching and recheck it when the owning mechanic changes.","Command documentation is not a spoiler; omit only hidden content revealed by its output.","Reach the existing surface as an ordinary player and confirm it still matches current behavior.","docs/wiki/Skill_Lists.md","The wiki is research evidence only and does not count as in-game coverage."
"IGD-DOC-docs-wiki-tell-a-friend-md","CanonicalTopic","CanonicalWiki:Player Commands And Account Tools","Tell A Friend Referral","Player","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/Custom/TellAFriend/Rewards/StatBall.cs;Data/Scripts/Custom/TellAFriend/TellAFriend.cs","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","Missing","Incorporate","Help","P2","Medium to high: commands and account controls are otherwise undiscoverable and may alter persistent settings or behavior.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Add command name, syntax, prerequisites, persistent effects, stop or undo path, and failure feedback to Help or the owning system help.","Command documentation is not a spoiler; omit only hidden content revealed by its output.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","docs/wiki/tell-a-friend.md","The wiki is research evidence only and does not count as in-game coverage."
"IGD-DOC-docs-wiki-voting-rewards-md","CanonicalTopic","CanonicalWiki:Player Commands And Account Tools","Voting Rewards","Player","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/Custom/Voting;Data/Scripts/Custom/Voting/VoteCommand.cs;Data/Scripts/Custom/Voting/VoteConfig.cs;Data/Scripts/Custom/Voting/VoteEvents.cs;Data/Scripts/Custom/Voting/VoteHelper.cs;Data/Scripts/Custom/Voting/VoteItem.cs;Data/Scripts/Custom/Voting/VoteSite.cs;Data/Scripts/Custom/Voting/VoteStatus.cs;Data/Scripts/Custom/Voting/VoteStone.cs;Data/Scripts/Scripts.csproj","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","Missing","Incorporate","Help","P2","Medium to high: commands and account controls are otherwise undiscoverable and may alter persistent settings or behavior.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Add command name, syntax, prerequisites, persistent effects, stop or undo path, and failure feedback to Help or the owning system help.","Command documentation is not a spoiler; omit only hidden content revealed by its output.","An ordinary player can reach the recommended surface and perform the documented capability without using the external wiki.","docs/wiki/Voting_Rewards.md","The wiki is research evidence only and does not count as in-game coverage."
"IGD-DOC-docs-wiki-access-level-stone-md","CanonicalTopic","CanonicalWiki:Staff And Administration","Access Level Stone","InternalOrStaff","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/Custom/Access Level Stone [2.0]/AccessLevelStone.cs","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","NotApplicable","NoDocumentationNeeded","ContextualFeedback","P4","None for player documentation: the canonical topic is staff-only or implementation-facing.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Exclude this staff or technical reference from the player documentation backlog; audit any separate player-visible behavior under its own capability row.","Not applicable.","Confirm the topic exposes no intended Player-access entry path; if one exists, create a separate player capability row.","docs/wiki/Access_Level_Stone.md","Explicit exclusion: staff-only or technical documentation."
"IGD-DOC-docs-wiki-change-season-command-md","CanonicalTopic","CanonicalWiki:Staff And Administration","Change Season Command","InternalOrStaff","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","NotApplicable","NoDocumentationNeeded","ContextualFeedback","P4","None for player documentation: the canonical topic is staff-only or implementation-facing.","Canonical external topic retained as a candidate; no current source path is asserted.","Exclude this staff or technical reference from the player documentation backlog; audit any separate player-visible behavior under its own capability row.","Not applicable.","Confirm the topic exposes no intended Player-access entry path; if one exists, create a separate player capability row.","docs/wiki/Change_Season_Command.md","Explicit exclusion: staff-only or technical documentation."
"IGD-DOC-docs-wiki-character-swap-md","CanonicalTopic","CanonicalWiki:Staff And Administration","Character Swap","InternalOrStaff","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","NotApplicable","NoDocumentationNeeded","ContextualFeedback","P4","None for player documentation: the canonical topic is staff-only or implementation-facing.","Canonical external topic retained as a candidate; no current source path is asserted.","Exclude this staff or technical reference from the player documentation backlog; audit any separate player-visible behavior under its own capability row.","Not applicable.","Confirm the topic exposes no intended Player-access entry path; if one exists, create a separate player capability row.","docs/wiki/Character_Swap.md","Explicit exclusion: staff-only or technical documentation."
"IGD-DOC-docs-wiki-gm-hiding-stone-md","CanonicalTopic","CanonicalWiki:Staff And Administration","GM Hiding Stone","InternalOrStaff","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/Custom/CEO's GM Hiding Stone [2.0]/gmhidingstone.cs;Data/Scripts/Scripts.csproj","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","NotApplicable","NoDocumentationNeeded","ContextualFeedback","P4","None for player documentation: the canonical topic is staff-only or implementation-facing.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Exclude this staff or technical reference from the player documentation backlog; audit any separate player-visible behavior under its own capability row.","Not applicable.","Confirm the topic exposes no intended Player-access entry path; if one exists, create a separate player capability row.","docs/wiki/GM_Hiding_Stone.md","Explicit exclusion: staff-only or technical documentation."
"IGD-DOC-docs-wiki-lore-book-catalog-md","CanonicalTopic","CanonicalWiki:Staff And Administration","Lore Book Catalog","InternalOrStaff","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/Custom/LoreBooks/LoreBooks.xml","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","NotApplicable","NoDocumentationNeeded","ContextualFeedback","P4","None for player documentation: the canonical topic is staff-only or implementation-facing.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Exclude this staff or technical reference from the player documentation backlog; audit any separate player-visible behavior under its own capability row.","Not applicable.","Confirm the topic exposes no intended Player-access entry path; if one exists, create a separate player capability row.","docs/wiki/Lore_Book_Catalog.md","Explicit exclusion: staff-only or technical documentation."
"IGD-DOC-docs-wiki-npc-control-commands-md","CanonicalTopic","CanonicalWiki:Staff And Administration","NPC Control Commands","InternalOrStaff","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/Scripts.csproj","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","NotApplicable","NoDocumentationNeeded","ContextualFeedback","P4","None for player documentation: the canonical topic is staff-only or implementation-facing.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Exclude this staff or technical reference from the player documentation backlog; audit any separate player-visible behavior under its own capability row.","Not applicable.","Confirm the topic exposes no intended Player-access entry path; if one exists, create a separate player capability row.","docs/wiki/NPC_Control_Commands.md","Explicit exclusion: staff-only or technical documentation."
"IGD-DOC-docs-wiki-pandoras-gift-box-md","CanonicalTopic","CanonicalWiki:Staff And Administration","Pandora's Gift Box","InternalOrStaff","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/Custom/PandorasGiftBox/PandorasGiftBox.cs","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","NotApplicable","NoDocumentationNeeded","ContextualFeedback","P4","None for player documentation: the canonical topic is staff-only or implementation-facing.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Exclude this staff or technical reference from the player documentation backlog; audit any separate player-visible behavior under its own capability row.","Not applicable.","Confirm the topic exposes no intended Player-access entry path; if one exists, create a separate player capability row.","docs/wiki/Pandoras_Gift_Box.md","Explicit exclusion: staff-only or technical documentation."
"IGD-DOC-docs-wiki-staff-toolbar-md","CanonicalTopic","CanonicalWiki:Staff And Administration","Staff Toolbar","InternalOrStaff","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/Custom/ThirdParty/Staff Toolbar [2.0]/Toolbar.cs;Data/Scripts/Scripts.csproj","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","NotApplicable","NoDocumentationNeeded","ContextualFeedback","P4","None for player documentation: the canonical topic is staff-only or implementation-facing.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Exclude this staff or technical reference from the player documentation backlog; audit any separate player-visible behavior under its own capability row.","Not applicable.","Confirm the topic exposes no intended Player-access entry path; if one exists, create a separate player capability row.","docs/wiki/Staff_Toolbar.md","Explicit exclusion: staff-only or technical documentation."
"IGD-DOC-docs-wiki-static-gump-tool-md","CanonicalTopic","CanonicalWiki:Staff And Administration","Static Gump Tool","InternalOrStaff","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/Custom/StaffTools/StaticGumpTool/","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","NotApplicable","NoDocumentationNeeded","ContextualFeedback","P4","None for player documentation: the canonical topic is staff-only or implementation-facing.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Exclude this staff or technical reference from the player documentation backlog; audit any separate player-visible behavior under its own capability row.","Not applicable.","Confirm the topic exposes no intended Player-access entry path; if one exists, create a separate player capability row.","docs/wiki/Static_Gump_Tool.md","Explicit exclusion: staff-only or technical documentation."
"IGD-DOC-docs-wiki-test-center-md","CanonicalTopic","CanonicalWiki:Staff And Administration","Test Center","InternalOrStaff","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/System/Help/Gumps/HelpGump.cs;Data/Scripts/System/Help/StuckMenu.cs;Data/Scripts/System/Misc/CharacterCreation.cs;Data/Scripts/System/Misc/Settings.cs;Data/Scripts/System/Misc/TestCenter.cs;Info/settings.xml","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","NotApplicable","NoDocumentationNeeded","ContextualFeedback","P4","None for player documentation: the canonical topic is staff-only or implementation-facing.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Exclude this staff or technical reference from the player documentation backlog; audit any separate player-visible behavior under its own capability row.","Not applicable.","Confirm the topic exposes no intended Player-access entry path; if one exists, create a separate player capability row.","docs/wiki/Test_Center.md","Explicit exclusion: staff-only or technical documentation."
"IGD-DOC-docs-wiki-town-crier-discord-md","CanonicalTopic","CanonicalWiki:Staff And Administration","Town Crier Discord Bridge","InternalOrStaff","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/Custom/Integrations/Discord/TownCrierDiscord.cs;Data/Scripts/Items/Traps/KillerTile.cs;Data/Scripts/Mobiles/Civilized/TownHerald.cs;Data/Scripts/System/Misc/Logs.cs;Data/Scripts/System/Regions/MoonCore.cs","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","NotApplicable","NoDocumentationNeeded","ContextualFeedback","P4","None for player documentation: the canonical topic is staff-only or implementation-facing.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Exclude this staff or technical reference from the player documentation backlog; audit any separate player-visible behavior under its own capability row.","Not applicable.","Confirm the topic exposes no intended Player-access entry path; if one exists, create a separate player capability row.","docs/wiki/Town_Crier_Discord.md","Explicit exclusion: staff-only or technical documentation."
"IGD-DOC-docs-wiki-xml-spawner-enhancements-md","CanonicalTopic","CanonicalWiki:Staff And Administration","XML Spawner Enhancements","InternalOrStaff","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","NotApplicable","NoDocumentationNeeded","ContextualFeedback","P4","None for player documentation: the canonical topic is staff-only or implementation-facing.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Exclude this staff or technical reference from the player documentation backlog; audit any separate player-visible behavior under its own capability row.","Not applicable.","Confirm the topic exposes no intended Player-access entry path; if one exists, create a separate player capability row.","docs/wiki/XML_Spawner_Enhancements.md","Explicit exclusion: staff-only or technical documentation."
"IGD-DOC-docs-wiki-confictura-introduction-md","CanonicalTopic","CanonicalWiki:Start Here","Confictura Introduction","Player","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/Custom;Data/Scripts/Custom/Progression/CharacterLevel/CharacterLevelService.cs","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","Stale","RefreshExisting","Help","P1","High: onboarding errors affect every new player and can hide basic controls or point to unavailable acquisition paths.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Reconcile onboarding text, command syntax, guide-book acquisition, Help navigation, and Library discovery with current source and staging placement.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","A fresh ordinary character can complete the start-here path using only reachable in-game surfaces.","docs/wiki/Confictura_Introduction.md","The wiki is research evidence only and does not count as in-game coverage."
"IGD-DOC-docs-wiki-guide-to-adventure-book-md","CanonicalTopic","CanonicalWiki:Start Here","Guide To Adventure Book","Player","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/Items/Books/DynamicBook.cs;Data/Scripts/Items/Containers/GypsyShelf.cs;Data/Scripts/Mobiles/Base/StoreSalesList.cs;Data/Scripts/Mobiles/Civilized/Guilds/LibrarianGuildmaster.cs;Data/Scripts/System/Commands/Player/Basics.cs;Data/Scripts/System/Commands/Player/MyLibrary.cs;Data/Scripts/System/Help/Gumps/HelpGump.cs","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","Stale","RefreshExisting","Help","P1","High: an established authoritative surface can actively mislead players when its acquisition, commands, costs, or rules drift.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Source-review and refresh the existing in-game surface, preserving its established visual and narrative conventions.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","Exercise the entire entry and navigation path on staging and compare each behavior claim with current source and configuration.","docs/wiki/Guide_To_Adventure_Book.md","The wiki is research evidence only and does not count as in-game coverage."
"IGD-DOC-docs-wiki-world-basics-commands-md","CanonicalTopic","CanonicalWiki:Start Here","World Basics And Commands","Player","RuntimeUnknown","External topic identifies a candidate player capability; the listed in-game surface and owning source determine actual entry.","External wiki does not prove acquisition or placement; current source paths are retained as research evidence.","","Data/Scripts/Items/Books/DynamicBook.cs;Data/Scripts/Mobiles/Base/BaseCreature.cs;Data/Scripts/System/Commands/Handlers.cs;Data/Scripts/System/Commands/Player/Basics.cs;Data/Scripts/System/Commands/Player/MyLibrary.cs;Data/Scripts/System/Help/Gumps/HelpGump.cs;Data/Scripts/System/Misc/World.cs;Data/System/Source/Commands.cs","Reviewed against current source and the historical synchronization point through the owning system rows.","Classified from current Help, Library, books, NPC, system-gump, quest, and feedback sources; staging remains required for reachability.","RuntimeUnknown","Stale","RefreshExisting","Help","P1","High: an established authoritative surface can actively mislead players when its acquisition, commands, costs, or rules drift.","Current source paths from the canonical documentation truth table were revalidated against the filesystem.","Source-review and refresh the existing in-game surface, preserving its established visual and narrative conventions.","Explain entry, controls, rules, risks, and clue paths; omit locations, solutions, passwords, and surprises.","Exercise the entire entry and navigation path on staging and compare each behavior claim with current source and configuration.","docs/wiki/World_Basics_Commands.md","The wiki is research evidence only and does not count as in-game coverage."
