"File","Class","Location","CommentType","Reason","DraftComment","SourcePhase","Status","Evidence"
"Data/Scripts/Items/Houses/NewHouses.cs","Server.Multis.NewTwoStorySandstoneHouse","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L364;Deserialize:L370;SerialCtor:L361;VersionWrite:L367;VersionRead:L373"
"Data/Scripts/Items/Houses/NewHouses.cs","Server.Multis.NewTwoStorySmallPlasterDwelling","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L1912;Deserialize:L1918;SerialCtor:L1909;VersionWrite:L1915;VersionRead:L1921"
"Data/Scripts/Items/Houses/NewHouses.cs","Server.Multis.NewTwoStorySmallStoneDwelling","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L1071;Deserialize:L1077;SerialCtor:L1068;VersionWrite:L1074;VersionRead:L1080"
"Data/Scripts/Items/Houses/NewHouses.cs","Server.Multis.NewTwoStorySmallStoneHome","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L969;Deserialize:L975;SerialCtor:L966;VersionWrite:L972;VersionRead:L978"
"Data/Scripts/Items/Houses/NewHouses.cs","Server.Multis.NewTwoStorySmallStoneHouse","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L1020;Deserialize:L1026;SerialCtor:L1017;VersionWrite:L1023;VersionRead:L1029"
"Data/Scripts/Items/Houses/NewHouses.cs","Server.Multis.NewTwoStorySmallWoodenDwelling","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L1122;Deserialize:L1128;SerialCtor:L1119;VersionWrite:L1125;VersionRead:L1131"
"Data/Scripts/Items/Houses/NewHouses.cs","Server.Multis.NewTwoStoryStoneVilla","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L1861;Deserialize:L1867;SerialCtor:L1858;VersionWrite:L1864;VersionRead:L1870"
"Data/Scripts/Items/Houses/NewHouses.cs","Server.Multis.NewTwoStoryWoodenHomeWithPorch","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L700;Deserialize:L706;SerialCtor:L697;VersionWrite:L703;VersionRead:L709"
"Data/Scripts/Items/Houses/NewHouses.cs","Server.Multis.NewWoodenHomePorch","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L807;Deserialize:L813;SerialCtor:L804;VersionWrite:L810;VersionRead:L816"
"Data/Scripts/Items/Houses/NewHouses.cs","Server.Multis.NewWoodenHomeUpperDeck","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L1807;Deserialize:L1813;SerialCtor:L1804;VersionWrite:L1810;VersionRead:L1816"
"Data/Scripts/Items/Houses/NewHouses.cs","Server.Multis.NewWoodenMansion","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L1187;Deserialize:L1193;SerialCtor:L1184;VersionWrite:L1190;VersionRead:L1196"
"Data/Scripts/Items/Houses/NewHouses.cs","Server.Multis.Pyramid","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L62;Deserialize:L68;SerialCtor:L59;VersionWrite:L65;VersionRead:L71"
"Data/Scripts/Items/Houses/NewHouses.cs","Server.Multis.SmallLogCabinEast","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L1290;Deserialize:L1296;SerialCtor:L1287;VersionWrite:L1293;VersionRead:L1299"
"Data/Scripts/Items/Houses/NewHouses.cs","Server.Multis.SmallLogCabinSouth","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L1337;Deserialize:L1343;SerialCtor:L1334;VersionWrite:L1340;VersionRead:L1346"
"Data/Scripts/Items/Houses/NewHouses.cs","Server.Multis.Wagon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L584;Deserialize:L590;SerialCtor:L581;VersionWrite:L587;VersionRead:L593"
"Data/Scripts/Items/Houses/PlayersHouseTeleporter.cs","Server.Items.PlayersHouseTeleporter","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L373;Deserialize:L390;SerialCtor:L370;VersionWrite:L376;VersionRead:L393"
"Data/Scripts/Items/Houses/PlayersZTeleporter.cs","Server.Items.PlayersZTeleporter","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L330;Deserialize:L347;SerialCtor:L327;VersionWrite:L333;VersionRead:L350"
"Data/Scripts/Items/Houses/PreviewHouse.cs","Server.Multis.PreviewHouse","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L107;Deserialize:L116;SerialCtor:L104;VersionWrite:L111;VersionRead:L120"
"Data/Scripts/Items/Houses/Remodeling/LawnGate.cs","Server.Items.LawnGate","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L140;Deserialize:L161;SerialCtor:L90;VersionWrite:L143;VersionRead:L164"
"Data/Scripts/Items/Houses/Remodeling/LawnItem.cs","Server.Items.LawnItem","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L194;Deserialize:L218;SerialCtor:L149;VersionWrite:L197;VersionRead:L221"
"Data/Scripts/Items/Houses/Remodeling/LawnItem.cs","Server.Items.LawnPiece","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L432;Deserialize:L439;SerialCtor:L360;VersionWrite:L435;VersionRead:L442"
"Data/Scripts/Items/Houses/Remodeling/LawnStair.cs","Server.Items.LawnStair","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L46;Deserialize:L54;SerialCtor:L41;VersionWrite:L49;VersionRead:L57"
"Data/Scripts/Items/Houses/Remodeling/LawnTools.cs","Server.Items.LawnTools","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L79;Deserialize:L87;SerialCtor:L53;VersionWrite:L82;VersionRead:L90"
"Data/Scripts/Items/Houses/Remodeling/ShantyDoor.cs","Server.Items.ShantyDoor","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L182;Deserialize:L203;SerialCtor:L90;VersionWrite:L185;VersionRead:L206"
"Data/Scripts/Items/Houses/Remodeling/ShantyItem.cs","Server.Items.ShantyItem","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L194;Deserialize:L218;SerialCtor:L149;VersionWrite:L197;VersionRead:L221"
"Data/Scripts/Items/Houses/Remodeling/ShantyItem.cs","Server.Items.ShantyPiece","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L432;Deserialize:L439;SerialCtor:L360;VersionWrite:L435;VersionRead:L442"
"Data/Scripts/Items/Houses/Remodeling/ShantyStair.cs","Server.Items.ShantyStair","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L46;Deserialize:L54;SerialCtor:L41;VersionWrite:L49;VersionRead:L57"
"Data/Scripts/Items/Houses/Remodeling/ShantyTools.cs","Server.Items.ShantyTools","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L79;Deserialize:L87;SerialCtor:L53;VersionWrite:L82;VersionRead:L90"
"Data/Scripts/Items/Houses/SmallTents.cs","Server.Multis.Deeds.BlueTent","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L103;Deserialize:L109;SerialCtor:L81;VersionWrite:L106;VersionRead:L112"
"Data/Scripts/Items/Houses/SmallTents.cs","Server.Multis.Deeds.BlueTentDeed","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L33;Deserialize:L40;SerialCtor:L20;VersionWrite:L37;VersionRead:L44"
"Data/Scripts/Items/Houses/SmallTents.cs","Server.Multis.Deeds.GreenTent","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L213;Deserialize:L219;SerialCtor:L191;VersionWrite:L216;VersionRead:L222"
"Data/Scripts/Items/Houses/SmallTents.cs","Server.Multis.Deeds.GreenTentDeed","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L143;Deserialize:L150;SerialCtor:L130;VersionWrite:L147;VersionRead:L154"
"Data/Scripts/Items/Houses/TavernTable.cs","Server.Items.TavernTable","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L56;Deserialize:L70;SerialCtor:L53;VersionWrite:L59;VersionRead:L73"
"Data/Scripts/Items/Houses/TentsEast.cs","Server.Items.MyTentEastAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L169;Deserialize:L177;SerialCtor:L125;VersionWrite:L172;VersionRead:L180"
"Data/Scripts/Items/Houses/TentsEast.cs","Server.Items.MyTentEastAddonDeed","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L267;Deserialize:L274;SerialCtor:L249;VersionWrite:L270;VersionRead:L277"
"Data/Scripts/Items/Houses/TentsSouth.cs","Server.Items.MyTentSouthAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L169;Deserialize:L177;SerialCtor:L125;VersionWrite:L172;VersionRead:L180"
"Data/Scripts/Items/Houses/TentsSouth.cs","Server.Items.MyTentSouthAddonDeed","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L267;Deserialize:L274;SerialCtor:L249;VersionWrite:L270;VersionRead:L277"
"Data/Scripts/Items/Jewels/BaseJewel.cs","Server.Items.BaseJewel","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L348;Deserialize:L365;SerialCtor:L251;VersionWrite:L352;VersionRead:L369"
"Data/Scripts/Items/Magical/ArtifactManual.cs","Server.Items.ArtifactManual","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L213;Deserialize:L221;SerialCtor:L210;VersionWrite:L216;VersionRead:L224"
"Data/Scripts/Items/Magical/Artifacts/Artifact_AcidProofRobe.cs","Server.Items.Artifact_AcidProofRobe","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L80;Deserialize:L87;SerialCtor:L77;VersionWrite:L83;VersionRead:L90"
"Data/Scripts/Items/Magical/Artifacts/Artifact_ArmsOfToxicity.cs","Server.Items.Artifact_ArmsOfToxicity","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L56;Deserialize:L62;SerialCtor:L53;VersionWrite:L59;VersionRead:L65"
"Data/Scripts/Items/Magical/Artifacts/Artifact_DreadPirateHat.cs","Server.Items.Artifact_DreadPirateHat","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L44;Deserialize:L51;SerialCtor:L41;VersionWrite:L48;VersionRead:L55"
"Data/Scripts/Items/Magical/Artifacts/Artifact_GandalfsStaff.cs","Server.Items.Artifact_GandalfsStaff","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L78;Deserialize:L85;SerialCtor:L75;VersionWrite:L81;VersionRead:L88"
"Data/Scripts/Items/Magical/Artifacts/Artifact_LegsOfInsight.cs","Server.Items.Artifact_LegsOfInsight","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L38;Deserialize:L45;SerialCtor:L35;VersionWrite:L42;VersionRead:L49"
"Data/Scripts/Items/Magical/Artifacts/Artifact_LegsOfNobility.cs","Server.Items.Artifact_LegsOfNobility","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L40;Deserialize:L47;SerialCtor:L37;VersionWrite:L44;VersionRead:L51"
"Data/Scripts/Items/Magical/Artifacts/Artifact_LegsOfTheHarrower.cs","Server.Items.Artifact_LegsOfTheHarrower","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L36;Deserialize:L43;SerialCtor:L33;VersionWrite:L40;VersionRead:L47"
"Data/Scripts/Items/Magical/Artifacts/Artifact_LuckyNecklace.cs","Server.Items.Artifact_LuckyNecklace","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L20;Deserialize:L26;SerialCtor:L17;VersionWrite:L23"
"Data/Scripts/Items/Magical/Artifacts/Artifact_MidnightBracers.cs","Server.Items.Artifact_MidnightBracers","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L35;Deserialize:L42;SerialCtor:L32;VersionWrite:L39;VersionRead:L46"
"Data/Scripts/Items/Magical/Artifacts/Artifact_MidnightGloves.cs","Server.Items.Artifact_MidnightGloves","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L36;Deserialize:L43;SerialCtor:L33;VersionWrite:L40;VersionRead:L47"
"Data/Scripts/Items/Magical/Artifacts/Artifact_MidnightHelm.cs","Server.Items.Artifact_MidnightHelm","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L36;Deserialize:L43;SerialCtor:L33;VersionWrite:L40;VersionRead:L47"
"Data/Scripts/Items/Magical/Artifacts/Artifact_MidnightLegs.cs","Server.Items.Artifact_MidnightLegs","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L36;Deserialize:L43;SerialCtor:L33;VersionWrite:L40;VersionRead:L47"
"Data/Scripts/Items/Magical/Artifacts/Artifact_MidnightTunic.cs","Server.Items.Artifact_MidnightTunic","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L36;Deserialize:L43;SerialCtor:L33;VersionWrite:L40;VersionRead:L47"
"Data/Scripts/Items/Magical/Artifacts/Artifact_OrcChieftainHelm.cs","Server.Items.Artifact_OrcChieftainHelm","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L63;Deserialize:L70;SerialCtor:L60;VersionWrite:L67;VersionRead:L74"
"Data/Scripts/Items/Magical/Artifacts/Artifact_OrnateCrownOfTheHarrower.cs","Server.Items.Artifact_OrnateCrownOfTheHarrower","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L35;Deserialize:L42;SerialCtor:L32;VersionWrite:L39;VersionRead:L46"
"Data/Scripts/Items/Magical/Artifacts/Artifact_PolarBearMask.cs","Server.Items.Artifact_PolarBearMask","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L31;Deserialize:L38;SerialCtor:L28;VersionWrite:L35;VersionRead:L42"
"Data/Scripts/Items/Magical/Artifacts/Artifact_SpiritOfTheTotem.cs","Server.Items.Artifact_SpiritOfTheTotem","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L27;Deserialize:L34;SerialCtor:L24;VersionWrite:L31;VersionRead:L38"
"Data/Scripts/Items/Magical/Artifacts/Artifact_StaffofSnakes.cs","Server.Items.Artifact_StaffofSnakes","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L73;Deserialize:L80;SerialCtor:L70;VersionWrite:L76;VersionRead:L83"
"Data/Scripts/Items/Magical/Artifacts/Artifact_TunicOfFire.cs","Server.Items.Artifact_TunicOfFire","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L41;Deserialize:L48;SerialCtor:L38;VersionWrite:L45;VersionRead:L52"
"Data/Scripts/Items/Magical/Artifacts/Minor/ColoringBook.cs","Server.Items.ColoringBook","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L570;Deserialize:L578;SerialCtor:L567;VersionWrite:L573;VersionRead:L581"
"Data/Scripts/Items/Magical/Artifacts/Minor/GemOfSeeing.cs","Server.Items.GemOfSeeing","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L177;Deserialize:L185;SerialCtor:L174;VersionWrite:L180;VersionRead:L188"
"Data/Scripts/Items/Magical/Artifacts/Minor/PandorasBox.cs","Server.Items.PandorasBox","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L92;Deserialize:L100;SerialCtor:L89;VersionWrite:L95;VersionRead:L103"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_AcidProofRobe.cs","Server.Items.AcidProofRobe","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L76;Deserialize:L83;SerialCtor:L73;VersionWrite:L79;VersionRead:L86"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_Aegis.cs","Server.Items.Aegis","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L37;Deserialize:L44;SerialCtor:L34;VersionWrite:L41;VersionRead:L48"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmorOfInsight.cs","Server.Items.ArmorOfInsight","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L47;Deserialize:L54;SerialCtor:L44;VersionWrite:L51;VersionRead:L58"
"Data/Scripts/Items/Magical/Artifacts/Obsolete/Obsolete_ArmorOfNobility.cs","Server.Items.ArmorOfNobility","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 6","CandidateForPhase11","Serialize:L50;Deserialize:L57;SerialCtor:L47;VersionWrite:L54;VersionRead:L61"
