"Id","SourceId","Priority","Status","System","Category","Files","Evidence","Risk","RecommendedFix","Verification","Notes","Source"
"RB-03243","P10-F03243","P0","Ready","Items:Misc","Packet handlers","Data/Scripts/Items/Misc/Games/Mahjong/MahjongPacketHandlers.cs","PacketId=0xDA; Length=0; Handler=OnPacket; L38; Guards=BoundsGuard;NullGuard;PacketReadGuard;StateGuard; Evidence=PacketHandlers.Register(0xDA, 0, true, new OnPacketReceive(OnPacket));","Runtime;Network","Manually verify packet id, length, access control, NetState validation, malformed packet handling, and override conflicts.","Re-run New-RuntimeHookMap.ps1; run narrow build after packet-handler edits; perform manual packet-path review.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03244","P10-F03244","P0","Ready","Items:Trades","Packet handlers","Data/Scripts/Items/Trades/Maps/MapItem.cs","PacketId=0x56; Length=11; Handler=OnMapCommand; L547; Guards=AccessGuard;BoundsGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard; Evidence=PacketHandlers.Register(0x56, 11, true, new OnPacketReceive(OnMapCommand));","Runtime;Network","Manually verify packet id, length, access control, NetState validation, malformed packet handling, and override conflicts.","Re-run New-RuntimeHookMap.ps1; run narrow build after packet-handler edits; perform manual packet-path review.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03245","P10-F03245","P0","Ready","System:Chat","Packet handlers","Data/Scripts/System/Chat/General/Chat3Guild.cs","PacketId=0x03; Length=0; Handler=AsciiSpeechChat3; L17; Guards=BoundsGuard;NullGuard;PacketReadGuard;StateGuard; Evidence=PacketHandlers.Register(0x03, 0, true, new OnPacketReceive(AsciiSpeechChat3));","Runtime;Network","Manually verify packet id, length, access control, NetState validation, malformed packet handling, and override conflicts.","Re-run New-RuntimeHookMap.ps1; run narrow build after packet-handler edits; perform manual packet-path review.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03246","P10-F03246","P0","Ready","System:Chat","Packet handlers","Data/Scripts/System/Chat/General/Chat3Guild.cs","PacketId=0xAD; Length=0; Handler=UnicodeSpeechChat3; L18; Guards=BoundsGuard;NullGuard;PacketReadGuard;StateGuard; Evidence=PacketHandlers.Register(0xAD, 0, true, new OnPacketReceive(UnicodeSpeechChat3));","Runtime;Network","Manually verify packet id, length, access control, NetState validation, malformed packet handling, and override conflicts.","Re-run New-RuntimeHookMap.ps1; run narrow build after packet-handler edits; perform manual packet-path review.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03247","P10-F03247","P0","Ready","System:Misc","Packet handlers","Data/Scripts/System/Misc/HardwareInfo.cs","PacketId=0xD9; Length=0x10C; Handler=OnReceive; L197; Guards=AccessGuard;BoundsGuard;NullGuard;PacketReadGuard;StateGuard; Evidence=PacketHandlers.Register(0xD9, 0x10C, false, new OnPacketReceive(OnReceive));","Runtime;Network","Manually verify packet id, length, access control, NetState validation, malformed packet handling, and override conflicts.","Re-run New-RuntimeHookMap.ps1; run narrow build after packet-handler edits; perform manual packet-path review.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03248","P10-F03248","P0","Ready","System:Misc","Packet handlers","Data/Scripts/System/Misc/ProtocolExtensions.cs","PacketId=0xF0; Length=0; Handler=DecodeBundledPacket; L15; Guards=BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard; Evidence=PacketHandlers.Register(0xF0, 0, false, new OnPacketReceive(DecodeBundledPacket));","Runtime;Network","Manually verify packet id, length, access control, NetState validation, malformed packet handling, and override conflicts.","Re-run New-RuntimeHookMap.ps1; run narrow build after packet-handler edits; perform manual packet-path review.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03249","P10-F03249","P0","Ready","System:Misc","Packet handlers","Data/Scripts/System/Misc/Remote.cs","PacketId=0xF1; Length=0; Handler=OnReceive; L23; Guards=AccessGuard;BoundsGuard;DeletedGuard;NullGuard;PacketReadGuard;StateGuard; Evidence=PacketHandlers.Register(0xF1, 0, false, new OnPacketReceive(OnReceive));","Runtime;Network","Manually verify packet id, length, access control, NetState validation, malformed packet handling, and override conflicts.","Re-run New-RuntimeHookMap.ps1; run narrow build after packet-handler edits; perform manual packet-path review.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03250","P10-F03250","P0","Ready","Regions","Packet handlers","Data/Scripts/System/Obsolete/Obsolete.cs","PacketId=0xB5; Length=0x40; Handler=OpenChatWindowRequest; L5985; Guards=AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard; Evidence=PacketHandlers.Register(0xB5, 0x40, true, new OnPacketReceive(OpenChatWindowRequest));","Runtime;Network","Manually verify packet id, length, access control, NetState validation, malformed packet handling, and override conflicts.","Re-run New-RuntimeHookMap.ps1; run narrow build after packet-handler edits; perform manual packet-path review.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03251","P10-F03251","P0","Ready","Regions","Packet handlers","Data/Scripts/System/Obsolete/Obsolete.cs","PacketId=0xB3; Length=0; Handler=ChatAction; L5986; Guards=AccessGuard;BoundsGuard;DeletedGuard;MapGuard;NullGuard;PacketReadGuard;RangeGuard;StateGuard; Evidence=PacketHandlers.Register(0xB3, 0, true, new OnPacketReceive(ChatAction));","Runtime;Network","Manually verify packet id, length, access control, NetState validation, malformed packet handling, and override conflicts.","Re-run New-RuntimeHookMap.ps1; run narrow build after packet-handler edits; perform manual packet-path review.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03252","P10-F03252","P1","Ready","Bulk Orders","Gump guards","Data/Scripts/Custom/AnimalSystem/ShapeShiftStones/DragonShapeChangeStone-body.cs","L182:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;PacketReadGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03253","P10-F03253","P1","Ready","Custom:AnimalSystem","Gump guards","Data/Scripts/Custom/AnimalSystem/ShapeShiftStones/FelinusShapeChangeStone.cs","L185:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;PacketReadGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03254","P10-F03254","P1","Ready","Custom:AnimalSystem","Gump guards","Data/Scripts/Custom/AnimalSystem/ShapeShiftStones/RatShapeChangeStone.cs","L185:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;PacketReadGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03255","P10-F03255","P1","Ready","Custom:AnimalSystem","Gump guards","Data/Scripts/Custom/AnimalSystem/ShapeShiftStones/WolvenShapeChangeStone.cs","L185:public override void OnResponse(NetState sender, RelayInfo info); guards=AccessGuard;BoundsGuard;PacketReadGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03256","P10-F03256","P1","Ready","Government","Gump guards","Data/Scripts/Custom/Government System/Gumps/ResourceBoxGump.cs","L345:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;DeletedGuard;RangeGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03257","P10-F03257","P1","Ready","Government","Gump guards","Data/Scripts/Custom/Government System/Gumps/ResourceBoxGump.cs","L402:public override void OnResponse(Mobile typer, string text); guards=BoundsGuard;DeletedGuard;RangeGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03258","P10-F03258","P1","Ready","Government","Gump guards","Data/Scripts/Custom/Government System/Prompts/CitizenTitleChangePrompt.cs","L29:public override void OnResponse(Mobile from, string text); guards=BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03259","P10-F03259","P1","Ready","Government","Gump guards","Data/Scripts/Custom/Government System/Prompts/CityCorpseFeePrompt.cs","L26:public override void OnResponse(Mobile from, string text); guards=BoundsGuard;RangeGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03260","P10-F03260","P1","Ready","Government","Gump guards","Data/Scripts/Custom/Government System/Prompts/CityResFeePrompt.cs","L26:public override void OnResponse(Mobile from, string text); guards=BoundsGuard;RangeGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03261","P10-F03261","P1","Ready","Government","Gump guards","Data/Scripts/Custom/Government System/Prompts/CityTaxesIncomePrompt.cs","L27:public override void OnResponse(Mobile from, string text); guards=BoundsGuard;RangeGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03262","P10-F03262","P1","Ready","Government","Gump guards","Data/Scripts/Custom/Government System/Prompts/CityTaxesPropertyPrompt.cs","L26:public override void OnResponse(Mobile from, string text); guards=BoundsGuard;RangeGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03263","P10-F03263","P1","Ready","Government","Gump guards","Data/Scripts/Custom/Government System/Prompts/CityTaxesTravelPrompt.cs","L26:public override void OnResponse(Mobile from, string text); guards=BoundsGuard;RangeGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03264","P10-F03264","P1","Ready","Government","Gump guards","Data/Scripts/Custom/Government System/Prompts/CityTreasuryDepoistPrompt.cs","L35:public override void OnResponse(Mobile from, string text); guards=BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03265","P10-F03265","P1","Ready","Government","Gump guards","Data/Scripts/Custom/Government System/Prompts/CityURLPrompt.cs","L26:public override void OnResponse(Mobile from, string text); guards=BoundsGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03266","P10-F03266","P1","Ready","Government","Gump guards","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","L194:public override void OnResponse(NetState state, RelayInfo info); guards=AccessGuard;BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03267","P10-F03267","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Lodor/StartStopBritFelucca.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03268","P10-F03268","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Lodor/StartstopBuccaneersDenFelucca.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03269","P10-F03269","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Lodor/StartstopCoveFelucca.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03270","P10-F03270","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Lodor/StartstopNujelmFelucca.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03271","P10-F03271","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Lodor/StartstopSkaraBraeFelucca.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03272","P10-F03272","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Lodor/StartstopTrinsicFelucca.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03273","P10-F03273","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Lodor/StartstopVesperFelucca.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03274","P10-F03274","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Lodor/StartstopYewFelucca.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03275","P10-F03275","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/SerpentIsland/StartstopLunaMalas.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03276","P10-F03276","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/SerpentIsland/StartstopUmbraMalas.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03277","P10-F03277","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Sosaria/StartstopBuccaneersDenTrammel.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03278","P10-F03278","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Sosaria/StartstopCoveTrammel.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03279","P10-F03279","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Sosaria/StartstopNujelmTrammel.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03280","P10-F03280","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Sosaria/StartstopSkaraBraeTrammel.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03281","P10-F03281","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Sosaria/StartstopTrinsicTrammel.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03282","P10-F03282","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Sosaria/StartstopVesperTrammel.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03283","P10-F03283","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Sosaria/StartstopYewTrammel.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03284","P10-F03284","P1","Ready","Government","Gump guards","Data/Scripts/Custom/Invasion System/Underworld/StartstoGargoyleCityIlshenar.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03285","P10-F03285","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Underworld/StartstopAncientCitadelIlshenar.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03286","P10-F03286","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Underworld/StartstopLakeShireMiregIlshenar.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03287","P10-F03287","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Underworld/StartstopMistasIlshenar.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03288","P10-F03288","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Underworld/StartstopMontorIlshenar.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03289","P10-F03289","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Underworld/StartstopRegValomIlshenar.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03290","P10-F03290","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Underworld/StartstopSavageCampIlshenar.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-03291","P10-F03291","P1","Ready","Invasion","Gump guards","Data/Scripts/Custom/Invasion System/Underworld/StartstopTerortSkitasIlshenar.cs","L31:public override void OnResponse(NetState state, RelayInfo info); guards=BoundsGuard;MapGuard;StateGuard; review=high-risk gump response path","Runtime;Player;Staff","Manually verify NetState/Mobile null guards, deleted target guards, stale list handling, button bounds, text entry parsing, and access checks.","Re-run New-RuntimeHookMap.ps1 after gump edits; run Scripts.csproj build for source changes.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
