"SystemA","SystemB","DomainsA","DomainsB","Labels","RelationshipSummary","EvidenceStrength","EdgeCount","HardEdgeCount","SoftEdgeCount","SpeculativeEdgeCount","GraphEdgeTypes","RuntimeHookCount","DocumentationRiskCount","KnownNeedsReworkCount","RiskType","ObjectiveImpact","StaffDependency","Recommendation","Evidence","Verification","ReviewStatus"
"Clone Offline Player Characters","Bulk Orders","AI;PvE","Crafting;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","73","4","4","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Bulk Orders:docs/wiki/Animal_Shape_Stones.md;Bulk Orders:docs/wiki/Bulk_Order_System.md;Bulk Orders:docs/wiki/SystemAudit.md:L29;Bulk Orders:docs/wiki/SystemAudit.md:L41;Clone Offline Player Characters:docs/wiki/Clone_Offline_Player_Characters.md;Clone Offline Player Characters:docs/wiki/SystemAudit.md:L32;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Clone Offline Player Characters","Gardening","AI;PvE","Crafting;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","58","2","2","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Clone Offline Player Characters:docs/wiki/Clone_Offline_Player_Characters.md;Clone Offline Player Characters:docs/wiki/SystemAudit.md:L32;Gardening:docs/wiki/Misc_Core_Systems.md;Gardening:docs/wiki/SystemAudit.md:L40;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Clone Offline Player Characters","Housing","AI;PvE","Housing;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","281","5","7","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Clone Offline Player Characters:docs/wiki/Clone_Offline_Player_Characters.md;Clone Offline Player Characters:docs/wiki/SystemAudit.md:L32;Housing:docs/wiki/Flip_Deed.md;Housing:docs/wiki/Housing_System.md;Housing:docs/wiki/offline-skill-training.md:L38;Housing:docs/wiki/SystemAudit.md:L71;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Clone Offline Player Characters","Boats","AI;PvE","Travel;Housing","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","74","5","5","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Boats:docs/wiki/Boat_Core_Mechanics.md;Boats:docs/wiki/boat-navigation-control.md;Boats:docs/wiki/SystemAudit.md:L15;Boats:docs/wiki/SystemAudit.md:L6;Clone Offline Player Characters:docs/wiki/Clone_Offline_Player_Characters.md;Clone Offline Player Characters:docs/wiki/SystemAudit.md:L32;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Clone Offline Player Characters","Regions","AI;PvE","World;PvP;Government","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","2","2","0","0","DirectReference","319","8","6","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Clone Offline Player Characters->Regions:DirectReference:Data/Scripts/Custom/PvE/CloneOfflinePlayerCharacters/CloneOfflinePlayerCharacters.cs:L7:Region;Clone Offline Player Characters->Regions:DirectReference:Data/Scripts/Magic/Syth/Spells/Clone.cs:L6:Region;Clone Offline Player Characters:docs/wiki/Clone_Offline_Player_Characters.md;Clone Offline Player Characters:docs/wiki/SystemAudit.md:L32;Regions:docs/wiki/Housing_System.md;Regions:docs/wiki/Magery_Spell_Color_Setting.md;Regions:docs/wik...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Clone Offline Player Characters","PlayerMobile Core","AI;PvE","Core;Progression;Combat","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","4","4","0","0","DirectReference","13","10","13","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Clone Offline Player Characters->PlayerMobile Core:DirectReference:Data/Scripts/Custom/NPC Control/CloneCommands.cs:L89:PlayerMobile;Clone Offline Player Characters->PlayerMobile Core:DirectReference:Data/Scripts/Custom/PvE/CloneOfflinePlayerCharacters/BackpackClone.cs:L27:PlayerMobile;Clone Offline Player Characters->PlayerMobile Core:DirectReference:Data/Scripts/Custom/PvE/CloneOfflinePlayerCharacters/CharacterClone.cs:L16:PlayerMobile;Clone Offline Player Characters->PlayerMobile Core:Dire...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Clone Offline Player Characters","Vendor Core","AI;PvE","Economy","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","1","1","0","0","DirectReference","161","16","20","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Clone Offline Player Characters:docs/wiki/Clone_Offline_Player_Characters.md;Clone Offline Player Characters:docs/wiki/SystemAudit.md:L32;Vendor Core->Clone Offline Player Characters:DirectReference:Data/Scripts/Mobiles/Base/Behavior.cs:L9:CloneOffline;Vendor Core:docs/CCWM/Confictura_Codex_World_Map.md:L9444;Vendor Core:docs/wiki/Animal_Trainer_Stable_Claim.md;Vendor Core:docs/wiki/Apiculture_Beekeeping.md;Vendor Core:docs/wiki/Book_Publisher.md:L28","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Clone Offline Player Characters","Obsolete Scripts","AI;PvE","Legacy;Documentation","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","24","5","2","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Clone Offline Player Characters:docs/wiki/Clone_Offline_Player_Characters.md;Clone Offline Player Characters:docs/wiki/SystemAudit.md:L32;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;Obsolete Scripts:docs/wiki/Magery_Spell_Color_Setting.md;Obsolete Scripts:docs/wiki/Obsolete_Script_Collection.md;Obsolete Scripts:docs/wiki/SystemAudit.md:L103","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Offline Skill Training","OmniAI","Progression","AI;Combat","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","10","3","2","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;Offline Skill Training:docs/wiki/offline-skill-training.md;Offline Skill Training:docs/wiki/offline-skill-training.md:L38;OmniAI:docs/wiki/Misc_Magic_Spells.md;OmniAI:docs/wiki/OmniAI.md;OmniAI:docs/wiki/SystemAudit.md:L26","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Offline Skill Training","AI Overhaul","Progression","AI;Combat","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","8","2","1","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","AI Overhaul:docs/wiki/Creature_AI_Core.md;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;Offline Skill Training:docs/wiki/offline-skill-training.md;Offline Skill Training:docs/wiki/offline-skill-training.md:L38","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Offline Skill Training","Staff Toolbar","Progression","Staff events","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","34","2","1","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;Offline Skill Training:docs/wiki/offline-skill-training.md;Offline Skill Training:docs/wiki/offline-skill-training.md:L38;Staff Toolbar:docs/wiki/Staff_Toolbar.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Offline Skill Training","Static Gump Tool","Progression","Staff events","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","201","2","3","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;Offline Skill Training:docs/wiki/offline-skill-training.md;Offline Skill Training:docs/wiki/offline-skill-training.md:L38;Static Gump Tool:docs/wiki/Static_Gump_Tool.md;Static Gump Tool:docs/wiki/SystemAudit.md:L102;Static Gump Tool:docs/wiki/wikibacklog.md:L23","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Offline Skill Training","Spell Framework","Progression","Magic","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","359","2","4","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;Offline Skill Training:docs/wiki/offline-skill-training.md;Offline Skill Training:docs/wiki/offline-skill-training.md:L38;Spell Framework:docs/wiki/Base_Spell_Framework.md;Spell Framework:docs/wiki/SystemAudit.md:L104;Spell Framework:docs/wiki/SystemAudit.md:L54","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Offline Skill Training","Magic Schools","Progression","Magic;Combat","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","5","5","0","0","DirectReference","8","15","12","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Magic Schools:docs/wiki/Bard_Song_Magic.md;Magic Schools:docs/wiki/Death_Knight_Magic.md;Magic Schools:docs/wiki/SystemAudit.md:L51;Magic Schools:docs/wiki/SystemAudit.md:L53;Offline Skill Training->Magic Schools:DirectReference:Data/Scripts/Custom/Offline Skill Training/Items/AdvancedStudyBooks.cs:L1301:Elementalism;Offline Skill Training->Magic Schools:DirectReference:Data/Scripts/Custom/Offline Skill Training/Items/LegendaryStudyBooks.cs:L1301:Elementalism;Offline Skill Training->Magic Sch...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Offline Skill Training","Crafting Core","Progression","Crafting;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","58","6","8","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Crafting Core:docs/wiki/Apiculture_Beekeeping.md;Crafting Core:docs/wiki/Crafting_Core.md;Crafting Core:docs/wiki/Standard_Crafting.md:L248;Crafting Core:docs/wiki/Standard_Crafting.md:L249;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;Offline Skill Training:docs/wiki/offline-skill-training.md;Offline Skill Training:docs/wiki/offline-skill-training.md:L38","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Offline Skill Training","Harvest System","Progression","Crafting;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","12","6","14","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Harvest System:docs/wiki/Apiculture_Beekeeping.md:L313;Harvest System:docs/wiki/Farmable_Crops_System.md;Harvest System:docs/wiki/Grave_Robbing_Trade.md;Harvest System:docs/wiki/Standard_Crafting.md:L249;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;Offline Skill Training:docs/wiki/offline-skill-training.md;Offline Skill Training:docs/wiki/offline-skill-training.md:L38","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Offline Skill Training","Bulk Orders","Progression","Crafting;Economy","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","1","1","0","0","DirectReference","68","4","4","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Bulk Orders:docs/wiki/Animal_Shape_Stones.md;Bulk Orders:docs/wiki/Bulk_Order_System.md;Bulk Orders:docs/wiki/SystemAudit.md:L29;Bulk Orders:docs/wiki/SystemAudit.md:L41;Offline Skill Training->Bulk Orders:DirectReference:Data/Scripts/Custom/Offline Skill Training/Vendors/StudyBookbinder.cs:L3:BulkOrder;Offline Skill Training:docs/wiki/offline-skill-training.md;Offline Skill Training:docs/wiki/offline-skill-training.md:L38","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Offline Skill Training","Gardening","Progression","Crafting;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","53","2","2","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Gardening:docs/wiki/Misc_Core_Systems.md;Gardening:docs/wiki/SystemAudit.md:L40;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;Offline Skill Training:docs/wiki/offline-skill-training.md;Offline Skill Training:docs/wiki/offline-skill-training.md:L38","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Offline Skill Training","Housing","Progression","Housing;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","276","5","7","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Housing:docs/wiki/Flip_Deed.md;Housing:docs/wiki/Housing_System.md;Housing:docs/wiki/offline-skill-training.md:L38;Housing:docs/wiki/SystemAudit.md:L71;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;Offline Skill Training:docs/wiki/offline-skill-training.md;Offline Skill Training:docs/wiki/offline-skill-training.md:L38","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Offline Skill Training","Boats","Progression","Travel;Housing","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","69","5","5","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Boats:docs/wiki/Boat_Core_Mechanics.md;Boats:docs/wiki/boat-navigation-control.md;Boats:docs/wiki/SystemAudit.md:L15;Boats:docs/wiki/SystemAudit.md:L6;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;Offline Skill Training:docs/wiki/offline-skill-training.md;Offline Skill Training:docs/wiki/offline-skill-training.md:L38","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Offline Skill Training","Regions","Progression","World;PvP;Government","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","1","1","0","0","DirectReference","314","8","6","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Offline Skill Training->Regions:DirectReference:Data/Scripts/Custom/Offline Skill Training/Items/StudyBook.cs:L7:Region;Offline Skill Training:docs/wiki/offline-skill-training.md;Offline Skill Training:docs/wiki/offline-skill-training.md:L38;Regions:docs/wiki/Housing_System.md;Regions:docs/wiki/Magery_Spell_Color_Setting.md;Regions:docs/wiki/offline-skill-training.md:L38;Regions:docs/wiki/SystemAudit.md:L24","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Offline Skill Training","PlayerMobile Core","Progression","Core;Progression;Combat","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","2","2","0","0","DirectReference","8","10","13","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Offline Skill Training->PlayerMobile Core:DirectReference:Data/Scripts/Custom/Offline Skill Training/Items/StudyBook.cs:L201:PlayerMobile;Offline Skill Training->PlayerMobile Core:DirectReference:Data/Scripts/Custom/Offline Skill Training/Vendors/StudyBookbinder.cs:L42:PlayerMobile;Offline Skill Training:docs/wiki/offline-skill-training.md;Offline Skill Training:docs/wiki/offline-skill-training.md:L38;PlayerMobile Core:docs/wiki/Animal_Trainer_Stable_Claim.md;PlayerMobile Core:docs/wiki/Barba...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Offline Skill Training","Vendor Core","Progression","Economy","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","2","2","0","0","DirectReference","156","16","20","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Offline Skill Training->Vendor Core:DirectReference:Data/Scripts/Custom/Offline Skill Training/Vendors/SBStudyBookbinder.cs:L9:SBInfo;Offline Skill Training->Vendor Core:DirectReference:Data/Scripts/Custom/Offline Skill Training/Vendors/StudyBookbinder.cs:L8:BaseVendor;Offline Skill Training:docs/wiki/offline-skill-training.md;Offline Skill Training:docs/wiki/offline-skill-training.md:L38;Vendor Core:docs/CCWM/Confictura_Codex_World_Map.md:L9444;Vendor Core:docs/wiki/Animal_Trainer_Stable_Cla...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Offline Skill Training","Obsolete Scripts","Progression","Legacy;Documentation","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","19","5","2","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;Obsolete Scripts:docs/wiki/Magery_Spell_Color_Setting.md;Obsolete Scripts:docs/wiki/Obsolete_Script_Collection.md;Obsolete Scripts:docs/wiki/SystemAudit.md:L103;Offline Skill Training:docs/wiki/offline-skill-training.md;Offline Skill Training:docs/wiki/offline-skill-training.md:L38","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"OmniAI","AI Overhaul","AI;Combat","AI;Combat","BalanceRisk;Conflicts;DocRisk;Duplicates","Multiple AI layers can duplicate combat behavior or produce unclear authority.","PhaseReviewSeed","0","0","0","0","","2","3","1","CombatBalance;DocumentationRisk","Combat difficulty and PvE goals can become inconsistent.","False","Review AI ownership boundaries before changing combat behavior.","AI Overhaul:docs/wiki/Creature_AI_Core.md;High-risk review area: OmniAI and AI Overhaul.;OmniAI:docs/wiki/Misc_Magic_Spells.md;OmniAI:docs/wiki/OmniAI.md;OmniAI:docs/wiki/SystemAudit.md:L26","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"OmniAI","Staff Toolbar","AI;Combat","Staff events","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","28","3","1","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;OmniAI:docs/wiki/Misc_Magic_Spells.md;OmniAI:docs/wiki/OmniAI.md;OmniAI:docs/wiki/SystemAudit.md:L26;Staff Toolbar:docs/wiki/Staff_Toolbar.md","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"OmniAI","Static Gump Tool","AI;Combat","Staff events","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","195","3","3","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;OmniAI:docs/wiki/Misc_Magic_Spells.md;OmniAI:docs/wiki/OmniAI.md;OmniAI:docs/wiki/SystemAudit.md:L26;Static Gump Tool:docs/wiki/Static_Gump_Tool.md;Static Gump Tool:docs/wiki/SystemAudit.md:L102;Static Gump Tool:docs/wiki/wikibacklog.md:L23","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"OmniAI","Spell Framework","AI;Combat","Magic","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","353","3","4","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;OmniAI:docs/wiki/Misc_Magic_Spells.md;OmniAI:docs/wiki/OmniAI.md;OmniAI:docs/wiki/SystemAudit.md:L26;Spell Framework:docs/wiki/Base_Spell_Framework.md;Spell Framework:docs/wiki/SystemAudit.md:L104;Spell Framework:docs/wiki/SystemAudit.md:L54","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"OmniAI","Magic Schools","AI;Combat","Magic;Combat","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","7","7","0","0","DirectReference","2","16","12","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Magic Schools:docs/wiki/Bard_Song_Magic.md;Magic Schools:docs/wiki/Death_Knight_Magic.md;Magic Schools:docs/wiki/SystemAudit.md:L51;Magic Schools:docs/wiki/SystemAudit.md:L53;OmniAI->Magic Schools:DirectReference:Data/Scripts/Custom/ThirdParty/OmniAI/OmniAI Bushido.cs:L15:DeathKnight;OmniAI->Magic Schools:DirectReference:Data/Scripts/Custom/ThirdParty/OmniAI/OmniAI Core.cs:L17:DeathKnight;OmniAI->Magic Schools:DirectReference:Data/Scripts/Custom/ThirdParty/OmniAI/OmniAI Knightship.cs:L15:Deat...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"OmniAI","Crafting Core","AI;Combat","Crafting;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","52","7","8","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Crafting Core:docs/wiki/Apiculture_Beekeeping.md;Crafting Core:docs/wiki/Crafting_Core.md;Crafting Core:docs/wiki/Standard_Crafting.md:L248;Crafting Core:docs/wiki/Standard_Crafting.md:L249;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;OmniAI:docs/wiki/Misc_Magic_Spells.md;OmniAI:docs/wiki/OmniAI.md;OmniAI:docs/wiki/SystemAudit.md:L26","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"OmniAI","Harvest System","AI;Combat","Crafting;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","6","7","14","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Harvest System:docs/wiki/Apiculture_Beekeeping.md:L313;Harvest System:docs/wiki/Farmable_Crops_System.md;Harvest System:docs/wiki/Grave_Robbing_Trade.md;Harvest System:docs/wiki/Standard_Crafting.md:L249;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;OmniAI:docs/wiki/Misc_Magic_Spells.md;OmniAI:docs/wiki/OmniAI.md;OmniAI:docs/wiki/SystemAudit.md:L26","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"OmniAI","Bulk Orders","AI;Combat","Crafting;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","62","5","4","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Bulk Orders:docs/wiki/Animal_Shape_Stones.md;Bulk Orders:docs/wiki/Bulk_Order_System.md;Bulk Orders:docs/wiki/SystemAudit.md:L29;Bulk Orders:docs/wiki/SystemAudit.md:L41;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;OmniAI:docs/wiki/Misc_Magic_Spells.md;OmniAI:docs/wiki/OmniAI.md;OmniAI:docs/wiki/SystemAudit.md:L26","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"OmniAI","Gardening","AI;Combat","Crafting;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","47","3","2","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Gardening:docs/wiki/Misc_Core_Systems.md;Gardening:docs/wiki/SystemAudit.md:L40;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;OmniAI:docs/wiki/Misc_Magic_Spells.md;OmniAI:docs/wiki/OmniAI.md;OmniAI:docs/wiki/SystemAudit.md:L26","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
