"Id","AuditId","Priority","Status","System","Capability","Decision","RecommendedSurface","Files","Evidence","Risk","ContentBrief","SpoilerBoundary","AcceptanceTest","RuntimeOwnerCheck","Notes"
"IGDB-0076","IGD-SYS-custom-bondinfo","P3","Ready","Custom:BondInfo","Current source boundary: Custom:BondInfo","Incorporate","LibraryReference","Data/Scripts/Custom/BondInfo/BondInfo.cs","1 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0077","IGD-SYS-custom-book-publisher-2-0","P3","Ready","Custom:Book Publisher [2.0]","Current source boundary: Custom:Book Publisher [2.0]","Incorporate","LibraryReference","Data/Scripts/Custom/Book Publisher [2.0]/BookBuyInfo.cs;Data/Scripts/Custom/Book Publisher [2.0]/PublishedBook.cs;Data/Scripts/Custom/Book Publisher [2.0]/Publisher.cs;Data/Scripts/Custom/Book Publisher [2.0]/SBPublisher.cs;Data/Scripts/Custom/Book Publisher [2.0]/XmlBook.cs","5 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0078","IGD-SYS-custom-ceo-s-gm-hiding-stone-2-0","P3","Ready","Custom:CEO's GM Hiding Stone [2.0]","Current source boundary: Custom:CEO's GM Hiding Stone [2.0]","Incorporate","LibraryReference","Data/Scripts/Custom/CEO's GM Hiding Stone [2.0]/gmhidingstone.cs","1 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0079","IGD-SYS-custom-champions","P3","Ready","Custom:Champions","Current source boundary: Custom:Champions","RefreshExisting","LoreBook","Data/Scripts/Custom/Champions/Items/PlagueBeastBackpack.cs;Data/Scripts/Custom/Champions/Items/PlagueBeastBlood.cs;Data/Scripts/Custom/Champions/Items/PlagueBeastGland.cs;Data/Scripts/Custom/Champions/Items/PlagueBeastHeart.cs;Data/Scripts/Custom/Champions/Items/PlagueBeastInnard.cs;Data/Scripts/Custom/Champions/Items/PlagueBeastMutationCore.cs;Data/Scripts/Custom/Champions/Items/PlagueBeastOrgans.cs;Data/Scripts/Custom/Champions/Items/PlagueBeastVein.cs;Data/Scripts/Custom/Champions/Items/UnholyBone.cs;Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Adimarchus.cs;Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Bahamut.cs;Data/Scripts/Custom/Champions/Mobiles/Champs-Prisons/Balar.cs","73 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: danger and cleanup behavior should be foreshadowed while locations, rewards, and encounter solutions remain discoveries.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Teach warning signs, danger, persistence, and clue paths; hide spawn locations, reward tables, and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0080","IGD-SYS-custom-changeseason","P3","Ready","Custom:ChangeSeason","Current source boundary: Custom:ChangeSeason","Incorporate","LibraryReference","Data/Scripts/Custom/ChangeSeason/ChangeSeason.cs","1 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0081","IGD-SYS-custom-character-swap","P3","Ready","Custom:Character Swap","Current source boundary: Custom:Character Swap","Incorporate","LibraryReference","Data/Scripts/Custom/Character Swap/CharacterSwap.cs","1 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0082","IGD-SYS-custom-cleardeckcommand","P3","Ready","Custom:ClearDeckCommand","Current source boundary: Custom:ClearDeckCommand","Incorporate","LibraryReference","Data/Scripts/Custom/ClearDeckCommand/ClearDeckCommand.cs","1 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0083","IGD-SYS-custom-combat","P3","Ready","Custom:Combat","Current source boundary: Custom:Combat","Incorporate","LibraryReference","Data/Scripts/Custom/Combat/AIOverhaul/AITacticalTargeting.cs;Data/Scripts/Custom/Combat/TurnBased/TurnBasedCombatCommands.cs;Data/Scripts/Custom/Combat/TurnBased/TurnBasedCombatConfiguration.cs;Data/Scripts/Custom/Combat/TurnBased/TurnBasedCombatGump.cs;Data/Scripts/Custom/Combat/TurnBased/TurnBasedCombatManager.cs;Data/Scripts/Custom/Combat/TurnBased/TurnBasedCombatSelfTest.cs","6 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0084","IGD-SYS-custom-integrations","P3","Ready","Custom:Integrations","Current source boundary: Custom:Integrations","Incorporate","LibraryReference","Data/Scripts/Custom/Integrations/Discord/TownCrierDiscord.cs","1 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0085","IGD-SYS-custom-invasion-system","P3","Ready","Custom:Invasion System","Current source boundary: Custom:Invasion System","RefreshExisting","LoreBook","Data/Scripts/Custom/Invasion System/Add Ins/BaseSpecialCreature.cs;Data/Scripts/Custom/Invasion System/Add Ins/Lord BlackThorn Clone.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/Assembly Analyzer.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/Assembly Repair Kit.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/Assembly Upgrade Kit.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/ASSEMBLY/BaseAssembly.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/ASSEMBLY/IronDragon.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/ASSEMBLY/MechGargoyle.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/ASSEMBLY/MetalDaemon.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/ASSEMBLY/Overseer.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/ASSEMBLY/runicGolem.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/Bags/IronDragonBag.cs","100 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: danger and cleanup behavior should be foreshadowed while locations, rewards, and encounter solutions remain discoveries.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Teach warning signs, danger, persistence, and clue paths; hide spawn locations, reward tables, and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0086","IGD-SYS-custom-lorebooks","P3","Ready","Custom:LoreBooks","Current source boundary: Custom:LoreBooks","Incorporate","LibraryReference","Data/Scripts/Custom/LoreBooks/LoreBookCatalog.cs","1 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0087","IGD-SYS-custom-lotr-the-one-ring","P3","Ready","Custom:LOTR - The One Ring","Current source boundary: Custom:LOTR - The One Ring","Incorporate","LibraryReference","Data/Scripts/Custom/LOTR - The One Ring/RingWraith.cs;Data/Scripts/Custom/LOTR - The One Ring/TheOneRing.cs","2 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0088","IGD-SYS-custom-mobiles","P3","Ready","Custom:Mobiles","Current source boundary: Custom:Mobiles","Incorporate","LibraryReference","Data/Scripts/Custom/Mobiles/Civilized/GraveRobber.cs;Data/Scripts/Custom/Mobiles/Civilized/Malachi.cs;Data/Scripts/Custom/Mobiles/Civilized/RangerOfTheBritainMilitia.cs;Data/Scripts/Custom/Mobiles/Constructs/CursedAdventurer.cs;Data/Scripts/Custom/Mobiles/Constructs/DiosMonster.cs;Data/Scripts/Custom/Mobiles/Constructs/FinalExodus.cs;Data/Scripts/Custom/Mobiles/Constructs/ManaGolem.cs;Data/Scripts/Custom/Mobiles/Constructs/TombWarden.cs;Data/Scripts/Custom/Mobiles/Cultists/DarkCultist.cs;Data/Scripts/Custom/Mobiles/Cultists/DarkCultistApprentice.cs;Data/Scripts/Custom/Mobiles/Cultists/DarkDragonCultist.cs;Data/Scripts/Custom/Mobiles/Daemons/FallenAngel.cs","101 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0089","IGD-SYS-custom-npc-control","P3","Ready","Custom:NPC Control","Current source boundary: Custom:NPC Control","Incorporate","LibraryReference","Data/Scripts/Custom/NPC Control/CloneCommands.cs;Data/Scripts/Custom/NPC Control/StaffCommands/CloneMe.cs;Data/Scripts/Custom/NPC Control/StaffCommands/GmMe.cs;Data/Scripts/Custom/NPC Control/StaffCommands/HearAll.cs;Data/Scripts/Custom/NPC Control/StaffCommands/Refresh.cs;Data/Scripts/Custom/NPC Control/StaffCommands/SayThis.cs","6 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0090","IGD-SYS-custom-orbremoteserver","P3","Ready","Custom:OrbRemoteServer","Current source boundary: Custom:OrbRemoteServer","Incorporate","LibraryReference","Data/Scripts/Custom/OrbRemoteServer/MetalDoors.cs;Data/Scripts/Custom/OrbRemoteServer/OrbServer.cs;Data/Scripts/Custom/OrbRemoteServer/SEDoors.cs;Data/Scripts/Custom/OrbRemoteServer/UOArchitect/BaseOrbToolRequest.cs;Data/Scripts/Custom/OrbRemoteServer/UOArchitect/BoundingBoxEx.cs;Data/Scripts/Custom/OrbRemoteServer/UOArchitect/BuildDesignRequest.cs;Data/Scripts/Custom/OrbRemoteServer/UOArchitect/BuildDesignTarget.cs;Data/Scripts/Custom/OrbRemoteServer/UOArchitect/ClientCommands.cs;Data/Scripts/Custom/OrbRemoteServer/UOArchitect/DeleteItemsCommand.cs;Data/Scripts/Custom/OrbRemoteServer/UOArchitect/ExtractItemsRequest.cs;Data/Scripts/Custom/OrbRemoteServer/UOArchitect/GetLocationRequest.cs;Data/Scripts/Custom/OrbRemoteServer/UOArchitect/MobileSaver.cs","15 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0091","IGD-SYS-custom-player-range-sensitive-mod","P3","Ready","Custom:Player Range Sensitive Mod","Current source boundary: Custom:Player Range Sensitive Mod","Incorporate","LibraryReference","Data/Scripts/Custom/Player Range Sensitive Mod/setdeactivation.cs","1 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0092","IGD-SYS-custom-point-command-2-0","P3","Ready","Custom:Point Command [2.0]","Current source boundary: Custom:Point Command [2.0]","Incorporate","LibraryReference","Data/Scripts/Custom/Point Command [2.0]/Point.cs","1 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0093","IGD-CAP-random-encounters-monster-nests","P3","Ready","Custom:PvE","Random Encounters and Monster Nests discovery, danger, persistence, and cleanup","RefreshExisting","LoreBook","Data/Scripts/Custom/PvE/MonsterNests/MonsterNest.cs;Data/Scripts/Custom/PvE/MonsterNests/MonsterNestEntity.cs;Data/Scripts/Custom/PvE/RandomEncounters/EncounterEngine.cs;Data/Scripts/Custom/PvE/RandomEncounters/RandomEncounters.xml","Current filesystem and named symbols reviewed by the audit generator.","Medium: players should recognize danger, persistence, and clue paths without receiving spawn or reward spoilers.","Add or verify non-spoiling lore and contextual warnings for how encounters appear, persist, escalate, and safely conclude.","Hide spawn coordinates, trigger solutions, exact compositions, and reward tables.","Find representative encounters through ordinary play, verify clue/warning/cleanup feedback, and confirm no prose reveals exact solutions.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.",""
"IGDB-0094","IGD-SYS-custom-pvpconsent","P3","Ready","Custom:PvPConsent","Current source boundary: Custom:PvPConsent","Incorporate","LibraryReference","Data/Scripts/Custom/PvPConsent/GoddessOfProtection.cs;Data/Scripts/Custom/PvPConsent/Gumps/PKNONPKGUMP.cs;Data/Scripts/Custom/PvPConsent/NONPKEventMoongate.cs;Data/Scripts/Custom/PvPConsent/NONPKSword.cs;Data/Scripts/Custom/PvPConsent/PKSword.cs","5 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0095","IGD-SYS-custom-searches","P3","Ready","Custom:Searches","Current source boundary: Custom:Searches","Incorporate","LibraryReference","Data/Scripts/Custom/Searches/BaseEntry.cs;Data/Scripts/Custom/Searches/CircleSearch.cs;Data/Scripts/Custom/Searches/Commands.cs;Data/Scripts/Custom/Searches/Helpers.cs;Data/Scripts/Custom/Searches/LineSearch.cs;Data/Scripts/Custom/Searches/OctantSearch.cs;Data/Scripts/Custom/Searches/Searches.cs;Data/Scripts/Custom/Searches/SpiralSearch.cs;Data/Scripts/Custom/Searches/Types.cs","9 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0096","IGD-SYS-custom-skill-stone","P3","Ready","Custom:Skill Stone","Current source boundary: Custom:Skill Stone","Incorporate","LibraryReference","Data/Scripts/Custom/Skill Stone/SkillStone.cs","1 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0097","IGD-SYS-custom-tellafriend","P3","Ready","Custom:TellAFriend","Current source boundary: Custom:TellAFriend","Incorporate","LibraryReference","Data/Scripts/Custom/TellAFriend/Rewards/StatBall.cs;Data/Scripts/Custom/TellAFriend/TellAFriend.cs","2 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0098","IGD-SYS-custom-thirdparty","P3","Ready","Custom:ThirdParty","Current source boundary: Custom:ThirdParty","Incorporate","LibraryReference","Data/Scripts/Custom/ThirdParty/OmniAI/AITester.cs;Data/Scripts/Custom/ThirdParty/OmniAI/OmniAI Bushido.cs;Data/Scripts/Custom/ThirdParty/OmniAI/OmniAI Core.cs;Data/Scripts/Custom/ThirdParty/OmniAI/OmniAI Knightship.cs;Data/Scripts/Custom/ThirdParty/OmniAI/OmniAI Magery.cs;Data/Scripts/Custom/ThirdParty/OmniAI/OmniAI Necromancy.cs;Data/Scripts/Custom/ThirdParty/OmniAI/OmniAI Ninjitsu.cs;Data/Scripts/Custom/ThirdParty/OmniAI/OmniAI Shared.cs;Data/Scripts/Custom/ThirdParty/Staff Toolbar [2.0]/Toolbar.cs","9 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0099","IGD-SYS-custom-voting","P3","Ready","Custom:Voting","Current source boundary: Custom:Voting","Incorporate","LibraryReference","Data/Scripts/Custom/Voting/VoteCommand.cs;Data/Scripts/Custom/Voting/VoteConfig.cs;Data/Scripts/Custom/Voting/VoteEvents.cs;Data/Scripts/Custom/Voting/VoteHelper.cs;Data/Scripts/Custom/Voting/VoteItem.cs;Data/Scripts/Custom/Voting/VoteSite.cs;Data/Scripts/Custom/Voting/VoteStatus.cs;Data/Scripts/Custom/Voting/VoteStone.cs","8 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0100","IGD-SYS-data-configuration","P3","Blocked","Data:Configuration","Checked-in data boundary: Configuration","NeedsRuntimeEvidence","ContextualFeedback","Data/TurnBasedCombat/TurnBasedCombat.cfg;Info/settings.xml","Current checked-in data enumerated directly; XML lore records are parsed and validated.","Medium where checked-in data does not establish that the intended teaching surface is live and reachable.","Confirm source/data references against live staging placement before claiming availability; keep lore catalog entries synchronized with their unlock paths.","Record placement evidence internally without publishing secret locations or solutions in player prose.","Owner stages an ordinary player path to representative placements and records type, map/facet, acquisition, and reachability evidence.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Data boundary row; checked-in placement is evidence, not proof of a loaded live world."
